title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
"Phase III Randomized, Placebo-Controlled Clinical Trial of Donepezil for Treatment of Cognitive Impairment in Breast Cancer Survivors After Adjuvant Chemotherapy (WF-97116)",2024-07-20,donepezil,False,[],0,USA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elective Pelvic Lymph Node Radiation Therapy and the Risk of Death in Patients With Unfavorable-Risk Prostate Cancer: A Postrandomization Analysis,2024-07-20,docetaxel,False,['Nanocan Therapeutics'],0,USA,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Long-Term Analysis of NRG Oncology RTOG 0415: A Randomized Phase III Noninferiority Study Comparing Two Fractionation Schedules in Patients With Low-Risk Prostate Cancer,2024-07-10,,False,['Nanocan Therapeutics'],0,USA,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Methylphenidate Versus Placebo for Treating Fatigue in Patients With Advanced Cancer: Randomized, Double-Blind, Multicenter, Placebo-Controlled Trial",2024-07-10,methylphenidate,False,[],0,United Kingdom,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Capecitabine or Capecitabine Plus Oxaliplatin Versus Fluorouracil Plus Cisplatin in Definitive Concurrent Chemoradiotherapy for Locally Advanced Esophageal Squamous Cell Carcinoma (CRTCOESC): A Multicenter, Randomized, Open-Label, Phase 3 Trial",2024-07-10,capecitabine,False,[],0,China,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase Ib Study of Unesbulin (PTC596) Plus Dacarbazine for the Treatment of Locally Recurrent, Unresectable or Metastatic, Relapsed or Refractory Leiomyosarcoma",2024-07-10,unesbulin,True,['Bionaut Labs'],0,USA,13,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Radiation Therapy With or Without Cisplatin for Local Recurrences of Endometrial Cancer: Results From an NRG Oncology/GOG Prospective Randomized Multicenter Clinical Trial,2024-07-10,cisplatin,False,[],0,USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTACT-01: A Randomized Phase III Trial of Atezolizumab + Cabozantinib Versus Docetaxel for Metastatic Nonâ€“Small Cell Lung Cancer After a Checkpoint Inhibitor and Chemotherapy,2024-07-10,cabozantinib,True,['Exelixis'],1,USA,22,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Datopotamab Deruxtecan in Advanced or Metastatic HR+/HER2â€“ and Triple-Negative Breast Cancer: Results From the Phase I TROPION-PanTumor01 Study,2024-07-01,datopotamab deruxtecan,True,"['AstraZeneca/Daiichi Sankyo', 'Daiichi Sankyo Europe GmbH', 'Daiichi Sankyo', 'Daiichi Dankyo', 'Daiichi Sankyo Nordics', 'Daiichi Sankyo Co.', 'Daiichi Sankyo/Astra Zeneca']",1,USA,20,15,5,9,0,2,1,1,0,0,1,1,0,0,0,0
"RESILIENT Part 2: A Randomized, Open-Label Phase III Study of Liposomal Irinotecan Versus Topotecan in Adults With Relapsed Small Cell Lung Cancer",2024-07-01,liposomal irinotecan,True,['Ipsen'],1,USA,18,8,4,2,0,0,1,1,0,0,1,1,0,0,0,0
"Phase II, Single-Arm Trial of Induction and Concurrent Vismodegib With Curative-Intent Radiation Therapy for Locally Advanced, Unresectable Basal Cell Carcinoma",2024-07-01,vismodegib,True,"['Genentech/Roche', 'Genentech', 'Husband has patents related to his employment at Genentech/Roche']",0,USA,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durable Responses With Mosunetuzumab in Relapsed/Refractory Indolent and Aggressive B-Cell Non-Hodgkin Lymphomas: Extended Follow-Up of a Phase I/II Study,2024-07-01,mosunetuzumab,True,"['Roche/Genentech', 'Genentech/Roche', 'Roche', 'Genentech']",1,USA,20,19,4,10,1,7,1,1,0,0,1,1,0,0,0,0
Mitoxantrone Versus Liposomal Daunorubicin in Induction of Pediatric AML With Risk Stratification Based on Flow Cytometry Measurement of Residual Disease,2024-06-20,liposomal daunorubicin,True,['Jazz Pharmaceuticals'],1,Canada,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electronic Patient-Reported Outcomeâ€“Based Symptom Management Versus Usual Care After Lung Cancer Surgery: Long-Term Results of a Multicenter, Randomized, Controlled Trial",2024-06-20,,False,[],1,China,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giredestrant for Estrogen Receptorâ€“Positive, HER2-Negative, Previously Treated Advanced Breast Cancer: Results From the Randomized, Phase II acelERA Breast Cancer Study",2024-06-20,giredestrant,True,"['Roche/Genentech', 'Genentech/Roche', 'F. Hoffmann-La Roche Ltd/Genentech', 'Genentech', 'Roche', 'F. Hoffmann-La Roche Ltd']",1,Spain,22,19,7,4,3,3,1,1,0,0,1,0,1,0,1,0
Targeting Molecular Measurable Residual Disease and Low-Blast Relapse in AML With Venetoclax and Low-Dose Cytarabine: A Prospective Phase II Study (VALDAC),2024-06-20,venetoclax,True,"['AbbVie', 'AbbVie/Genentech']",0,Australia,20,11,0,7,3,5,1,1,0,0,1,1,0,1,0,1
First-Line Nivolumab and Relatlimab Plus Chemotherapy for Gastric or Gastroesophageal Junction Adenocarcinoma: The Phase II RELATIVITY-060 Study,2024-06-10,nivolumab,True,"['Bristol Myers Squibb Argentina', 'Bristol Myers Squibb', 'Inventor of pending BMS patents', 'Bristol Myers Squibb/Medarex', 'Bristol Myers Squibb/Celgene', 'Bristol Myers Squibb GmbH & Co KG']",1,Germany,19,15,6,9,5,3,1,1,0,0,1,1,1,0,0,1
Randomized Controlled Trial of Virtually Delivered Cognitive Behavioral Therapy for Insomnia to Address Perceived Cancer-Related Cognitive Impairment in Cancer Survivors,2024-06-10,,False,[],0,USA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randomized, Double-Blind Phase III Study of Pazopanib Versus Placebo in Patients With Metastatic Renal Cell Carcinoma Who Have No Evidence of Disease After Metastasectomy: ECOG-ACRIN E2810",2024-06-10,pazopanib,True,"['GlaxoSmithKline', 'GlaxoSmithKline/Novartis']",0,USA,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACE: A Randomized Phase II Study of Fulvestrant, Palbociclib, and Avelumab After Progression on Cyclin-Dependent Kinase 4/6 Inhibitor and Aromatase Inhibitor for Hormone Receptorâ€“Positive/Human Epidermal Growth Factor Receptorâ€“Negative Metastatic Breast Cancer",2024-06-10,palbociclib,True,['Pfizer'],0,USA,29,12,2,7,0,1,0,1,0,0,0,1,0,0,0,0
"Reduced-Volume Irradiation of Uninvolved Neck in Patients With Nasopharyngeal Cancer: Updated Results From an Open-Label, Noninferiority, Multicenter, Randomized Phase III Trial",2024-06-10,,False,[],0,China,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nurse-Led Individualized Follow-Up Versus Regular Physician-Led Visits After Early Breast Cancer (MyHealth): A Phase III Randomized, Controlled Trial",2024-06-10,,False,[],0,Denmark,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"First-Line Nivolumab Plus Chemotherapy for Advanced Gastric, Gastroesophageal Junction, and Esophageal Adenocarcinoma: 3-Year Follow-Up of the Phase III CheckMate 649 Trial",2024-06-10,nivolumab,True,"['Bristol Myers Squibb GmbH & Co', 'BMS Bristol Myers Squibb Argentina', 'Bristol Myers Squibb Argentina', 'Bristol Myers Squibb', 'Bristol Myers Squibb Japan', 'Inventor of pending BMS patents', 'BMS Bristol Myers Squibb', 'Bristol Myers Squibb/Medarex', 'Bristol Myers Squibb/Celgene']",1,USA,26,21,3,11,6,7,1,1,0,0,1,1,0,0,1,1
"Phase II Trial of Cisplatin, Gemcitabine, and Intensity-Modulated Radiation Therapy for Locally Advanced Vulvar Squamous Cell Carcinoma: NRG Oncology/GOG Study 279",2024-06-01,cisplatin,False,[],0,USA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HER2 Gene Expression Levels Are Predictive and Prognostic in Patients With Metastatic Colorectal Cancer Enrolled in CALGB/SWOG 80405,2024-06-01,bevacizumab,False,[],0,USA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laparoscopic Versus Open Hemihepatectomy: The ORANGE II PLUS Multicenter Randomized Controlled Trial,2024-05-20,,False,[],1,the Netherlands,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilteritinib as Post-Transplant Maintenance for AML With Internal Tandem Duplication Mutation of FLT3,2024-05-20,gilteritinib,True,['Astellas Pharma'],1,USA,40,17,6,7,2,4,1,1,0,0,1,1,0,0,0,0
US Food and Drug Administration Approval Summary: Talazoparib in Combination With Enzalutamide for Treatment of Patients With Homologous Recombination Repair Gene-Mutated Metastatic Castration-Resistant Prostate Cancer,2024-05-20,talazoparib,True,['Astellas Pharma'],1,USA,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Results From the Randomized Phase III ASCENT Clinical Trial in Metastatic Triple-Negative Breast Cancer and Association of Outcomes by Human Epidermal Growth Factor Receptor 2 and Trophoblast Cell Surface Antigen 2 Expression,2024-05-20,sacituzumab govitecan,True,"['Gilead Sciences', 'Immunomedics/Gilead']",1,USA,20,18,4,10,0,7,1,1,0,0,1,0,0,0,0,0
Topical Diclofenac for Prevention of Capecitabine-Associated Hand-Foot Syndrome: A Double-Blind Randomized Controlled Trial,2024-05-20,capecitabine,False,[],0,India,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effectiveness of Endoscopic Screening on Esophageal Cancer Incidence and Mortality: A 9-Year Report of the Endoscopic Screening for Esophageal Cancer in China (ESECC) Randomized Trial,2024-05-10,Lugol's solution,False,[],0,China,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembrolizumab Versus Placebo as Adjuvant Therapy in Resected Stage IIB or IIC Melanoma: Final Analysis of Distant Metastasis-Free Survival in the Phase III KEYNOTE-716 Study,2024-05-10,pembrolizumab,True,"['a subsidiary of Merck & Co', 'Merck & Co', 'MSD', 'Merck Sharp & Dohme LLC', 'MSD Oncology']",1,USA,20,18,6,16,2,7,1,1,0,0,1,1,0,0,0,0
"Romidepsin Plus Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone Versus Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone in Patients With Previously Untreated Peripheral T-Cell Lymphoma: Final Analysis of the Ro-CHOP Trial",2024-05-10,romidepsin,True,"['Bristol Myers Squibb/Celgene', 'Celgene', 'Celgene/Bristol Myers Squibb']",1,France,33,8,1,3,0,5,1,0,0,0,0,0,0,0,1,0
Continuous PEGasparaginase Dosing Reduces Hypersensitivity Reactions in Pediatric ALL: A Dutch Childhood Oncology Group ALL11 Randomized Trial,2024-05-10,PEGasparaginase,True,['Jazz Pharmaceuticals'],0,the Netherlands,11,2,0,1,0,1,1,1,0,0,1,1,0,0,0,1
Phase II Trial of nab-Sirolimus in Patients With Advanced Malignant Perivascular Epithelioid Cell Tumors (AMPECT): Long-Term Efficacy and Safety Update,2024-05-01,nab-sirolimus,True,"['AADI', 'Aadi', 'AADi']",0,USA,15,12,3,6,0,0,1,1,0,0,1,0,0,0,0,0
Primary Tumor Resection Before Systemic Therapy in Patients With Colon Cancer and Unresectable Metastases: Combined Results of the SYNCHRONOUS and CCRe-IV Trials,2024-05-01,,False,[],0,Germany,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Improved Disease-Free Survival With Adjuvant Chemotherapy After Nephroureterectomy for Upper Tract Urothelial Cancer: Final Results of the POUT Trial,2024-05-01,cisplatin,False,[],0,United Kingdom,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single-Agent Trabectedin Versus Physician's Choice Chemotherapy in Patients With Recurrent Ovarian Cancer With BRCA-Mutated and/or BRCAness Phenotype: A Randomized Phase III Trial,2024-05-01,trabectedin,True,['PharmaMar'],0,Italy,23,5,0,3,1,2,1,1,0,0,1,1,1,0,0,0
"Azacitidine, Venetoclax, and Gilteritinib in Newly Diagnosed and Relapsed or Refractory FLT3-Mutated AML",2024-05-01,gilteritinib,True,"['Astellas Pharma', 'Astellas Pharma Inc']",0,USA,24,8,0,4,0,4,1,1,0,0,0,1,0,0,1,1
Sacituzumab Govitecan in Combination With Pembrolizumab for Patients With Metastatic Urothelial Cancer That Progressed After Platinum-Based Chemotherapy: TROPHY-U-01 Cohort 3,2024-04-20,sacituzumab govitecan,True,"['Patent Royalty from Immunomedics/Gilead', 'Gilead Sciences']",0,USA,20,14,3,6,1,3,1,1,0,0,1,0,0,0,0,0
Patient-Reported Outcomes in Patients With Advanced Urothelial Cancer Who Are Ineligible for Cisplatin and Treated With First-Line Enfortumab Vedotin Alone or With Pembrolizumab,2024-04-20,enfortumab vedotin,True,"['Seagen', 'Seattle Genetics/Astellas', 'Astellas Pharma', 'Astellas Scientific and Medical Affairs Inc', 'Astellas Medivation']",1,USA,23,18,5,11,4,6,1,1,0,0,0,1,0,0,0,0
Streptococcus salivarius K12 Alleviates Oral Mucositis in Patients Undergoing Radiotherapy for Malignant Head and Neck Tumors: A Randomized Controlled Trial,2024-04-20,Streptococcus salivarius K12 (SsK12),False,[],0,China,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficacy and Safety of Disitamab Vedotin in Patients With Human Epidermal Growth Factor Receptor 2â€“Positive Locally Advanced or Metastatic Urothelial Carcinoma: A Combined Analysis of Two Phase II Clinical Trials,2024-04-20,disitamab vedotin,True,"['RemeGen Biosciences Inc', 'RemeGen Co. Ltd', 'RemeGen']",0,China,22,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"Patient-Reported Outcomes in OlympiA: A Phase III, Randomized, Placebo-Controlled Trial of Adjuvant Olaparib in gBRCA1/2 Mutations and High-Risk Human Epidermal Growth Factor Receptor 2â€“Negative Early Breast Cancer",2024-04-10,olaparib,False,[],1,USA,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nivolumab Plus Chemotherapy in Epidermal Growth Factor Receptorâ€“Mutated Metastatic Nonâ€“Small-Cell Lung Cancer After Disease Progression on Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitors: Final Results of CheckMate 722,2024-04-10,nivolumab,True,"['Bristol Myers Squibb/China', 'Bristol Myers Squibb', 'Bristol Myers Squibb Japan', 'Bristol Myers Squibb Company', 'Bristol Myers Squibb/Celgene', 'BMS', 'Bristol Myers Squibb K.K']",1,China,23,15,2,7,2,6,1,1,0,0,1,1,0,0,1,1
"Lenvatinib Plus Pembrolizumab Versus Sunitinib in First-Line Treatment of Advanced Renal Cell Carcinoma: Final Prespecified Overall Survival Analysis of CLEAR, a Phase III Study",2024-04-10,lenvatinib,True,"['Eisai', 'Ezai Co', 'EISAI']",1,USA,37,26,2,19,5,9,1,1,0,0,1,1,0,0,0,1
"Fluorouracil, Leucovorin, and Irinotecan Plus Cetuximab Versus Cetuximab as Maintenance Therapy in First-Line Therapy for RAS and BRAF Wild-Type Metastatic Colorectal Cancer: Phase III ERMES Study",2024-04-10,cetuximab,True,"['Merck Serono', 'Merck', 'Merck KGaA']",0,Italy,20,7,0,4,0,1,1,1,0,0,0,0,0,0,0,0
"Phase III, Randomized Study of Atezolizumab Plus Bevacizumab and Chemotherapy in Patients With EGFR- or ALK-Rearranged or Translocated Nonâ€“Small-Cell Lung Cancer (ATTLAS, KCSG-LU19-04)",2024-04-10,atezolizumab,True,"['Roche/Genentech', 'Roche']",0,Korea,24,4,0,2,0,2,1,0,0,0,0,0,0,0,0,0
"US Food and Drug Administration Approval Summary: Elacestrant for Estrogen Receptorâ€“Positive, Human Epidermal Growth Factor Receptor 2â€“Negative, ESR1-Mutated Advanced or Metastatic Breast Cancer",2024-04-01,elacestrant,False,[],0,USA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRESTO: A Phase III, Open-Label Study of Intensification of Androgen Blockade in Patients With High-Risk Biochemically Relapsed Castration-Sensitive Prostate Cancer (AFT-19)",2024-04-01,apalutamide,True,"['Janssen', 'Janssen-Ortho', 'Janssen Oncology']",0,USA,24,10,0,6,0,4,1,1,0,0,1,0,0,0,0,0
"Fludarabine, Cytarabine, Granulocyte Colony-Stimulating Factor, and Idarubicin With Gemtuzumab Ozogamicin Improves Event-Free Survival in Younger Patients With Newly Diagnosed AML and Overall Survival in Patients With NPM1 and FLT3 Mutations",2024-04-01,gemtuzumab ozogamicin,True,['Pfizer'],1,United Kingdom,19,5,0,2,0,3,1,0,0,0,0,0,0,0,1,0
Secondary Analysis of the Rate of Second Primary Lung Cancer From Cancer and Leukemia Group B 140503 (Alliance) Trial of Lobar Versus Sublobar Resection for T1aN0 Nonâ€“Small-Cell Lung Cancer,2024-04-01,,False,[],0,USA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bevacizumab, Irinotecan, or Topotecan Added to Temozolomide for Children With Relapsed and Refractory Neuroblastoma: Results of the ITCC-SIOPEN BEACON-Neuroblastoma Trial",2024-04-01,bevacizumab,False,[],1,Spain,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lisocabtagene Maraleucel in Relapsed/Refractory Mantle Cell Lymphoma: Primary Analysis of the Mantle Cell Lymphoma Cohort From TRANSCEND NHL 001, a Phase I Multicenter Seamless Design Study",2024-04-01,lisocabtagene maraleucel,True,"['Bristol Myers Squibb/Celgene/Juno', 'Bristol Myers Squibb Foundation', 'Bristol Myers Squibb', 'Bristol Myers Squibb/Celgene', 'Bristol Myers Squibb/Sanofi', 'Juno intellectual property rights', 'Juno Therapeutics', 'Celgene']",0,USA,20,18,7,9,1,4,1,1,0,0,0,1,0,0,1,0
Cemiplimab for Kidney Transplant Recipients With Advanced Cutaneous Squamous Cell Carcinoma,2024-03-20,cemiplimab,True,['Regeneron'],0,USA,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Overall Survival With Palbociclib Plus Letrozole in Advanced Breast Cancer,2024-03-20,palbociclib,True,['Pfizer'],1,USA,15,13,4,8,0,4,1,1,0,0,1,1,0,0,0,0
"Gemcitabine and Paclitaxel Versus Gemcitabine Alone After 5-Fluorouracil, Oxaliplatin, and Irinotecan in Metastatic Pancreatic Adenocarcinoma: A Randomized Phase III PRODIGE 65-UCGI 36-GEMPAX UNICANCER Study",2024-03-20,gemcitabine,False,[],0,France,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoxia-Directed Treatment of Human Papillomavirusâ€“Related Oropharyngeal Carcinoma,2024-03-10,18F-fluoromisonidazole,False,['Nanobiotix'],0,USA,42,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Neoadjuvant Chemotherapy in High-Grade Myxoid Liposarcoma: Results of the Expanded Cohort of a Randomized Trial From Italian (ISG), Spanish (GEIS), French (FSG), and Polish Sarcoma Groups (PSG)",2024-03-10,trabectedin,True,['PharmaMar'],1,Italy,28,10,0,5,2,3,1,1,0,0,1,0,0,0,1,0
Long-Term Follow-Up of the RESORT Study (E4402): A Randomized Phase III Comparison of Two Different Rituximab Dosing Strategies for Lowâ€“Tumor Burden Follicular Lymphoma,2024-03-01,rituximab,False,[],0,USA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS Efficacy of Osimertinib With or Without Chemotherapy in Epidermal Growth Factor Receptorâ€“Mutated Advanced Nonâ€“Small-Cell Lung Cancer,2024-03-01,osimertinib,True,"['AstraZeneca Japan', 'AstraZeneca/MedImmune', 'Daiichi Sankyo/AstraZeneca', 'AstraZeneca South Africa', 'Astra Zeneca']",1,USA,25,7,0,2,0,2,0,1,0,0,0,1,0,0,0,1
Bosutinib in Resistant and Intolerant Pediatric Patients With Chronic Phase Chronic Myeloid Leukemia: Results From the Phase I Part of Study ITCC054/COG AAML1921,2024-03-01,bosutinib,True,['Pfizer'],1,the Netherlands,36,9,2,1,0,0,1,1,0,0,0,1,0,0,0,0
"Trastuzumab Plus Gemcitabine-Cisplatin for Treatment-NaÃ¯ve Human Epidermal Growth Factor Receptor 2â€“Positive Biliary Tract Adenocarcinoma: A Multicenter, Open-Label, Phase II Study (TAB)",2024-03-01,trastuzumab,False,[],0,India,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostate-Specific Membrane Antigenâ€“Targeting Alpha Emitter via Antibody Delivery for Metastatic Castration-Resistant Prostate Cancer: A Phase I Dose-Escalation Study of 225Ac-J591,2024-03-01,actinium-225-labeled J591 (225Ac-J591),False,['Convergent Therapeutics'],0,USA,15,3,1,3,0,0,1,1,0,0,1,1,0,0,0,0
FDA Approval Summary: Olaparib in Combination With Abiraterone for Treatment of Patients With BRCA-Mutated Metastatic Castration-Resistant Prostate Cancer,2024-02-10,olaparib,True,['AstraZeneca'],0,USA,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimal Residual Disease Status Predicts Outcome in Patients With Previously Untreated Follicular Lymphoma: A Prospective Analysis of the Phase III GALLIUM Study,2024-02-10,obinutuzumab,True,"['Roche Pharma AG', 'Roche/Genentech', 'Roche']",1,Germany,22,15,7,1,2,2,1,1,0,0,0,0,1,0,1,0
Olaparib for the Treatment of Patients With Metastatic Castration-Resistant Prostate Cancer and Alterations in BRCA1 and/or BRCA2 in the PROfound Trial,2024-02-10,olaparib,True,"['AstraZeneca/Merck', 'AstraZeneca Spain', 'AstraZeneca', 'AstraZeneca/MedImmune', 'Phastar/AstraZeneca']",1,Spain,23,20,5,10,4,6,1,1,0,0,1,1,1,0,0,1
Long-Term Results of Organ Preservation in Patients With Rectal Adenocarcinoma Treated With Total Neoadjuvant Therapy: The Randomized Phase II OPRA Trial,2024-02-10,,False,[],0,USA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalized Biomarker-Based Umbrella Trial for Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma: KCSG HN 15-16 TRIUMPH Trial,2024-02-10,durvalumab,True,"['AstraZeneca/MedImmune', 'Daiichi Sankyo/Astra Zeneca', 'AstraZeneca']",0,Republic of Korea,22,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0
Effect of a Community Health Workerâ€“Led Intervention Among Low-Income and Minoritized Patients With Cancer: A Randomized Clinical Trial,2024-02-10,,False,[],0,USA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Mutational Profiling in Patients With Colorectal Cancer Treated With Standard of Care Reveals Differences in Outcome and Racial Distribution of Mutations,2024-02-01,bevacizumab,True,"['Genentech', 'Genentech/Roche']",0,USA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Everolimus for Children With Recurrent or Progressive Low-Grade Glioma: Results From the Phase II PNOC001 Trial,2024-02-01,everolimus,True,['Novartis'],1,USA,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perioperative Atezolizumab Plus Fluorouracil, Leucovorin, Oxaliplatin, and Docetaxel for Resectable Esophagogastric Cancer: Interim Results From the Randomized, Multicenter, Phase II/III DANTE/IKF-s633 Trial",2024-02-01,atezolizumab,True,"['Roche Pharma AG', 'Roche']",0,Germany,27,7,0,6,1,3,1,1,0,0,1,0,0,0,0,0
Overall Survival With Circulating Tumor Cell Countâ€“Driven Choice of Therapy in Advanced Breast Cancer: A Randomized Trial,2024-02-01,CellSearch,True,"['Menarini', 'Menarini Group', 'Menarini Silicon Biosystems']",0,France,20,6,0,4,1,1,1,1,0,0,1,1,1,0,0,0
